File_Name,no_of_images,Base_Call_no,Call_no_letter,Call_no_number,Item_number,Series,Main_Entry,Dates_Covered,Dates_Written,Places,Language,Summary_Notes,Arrangement,Item_dateYear,Filing_year,Month,Day,Item_Title,no_pages,no_pieces,Abstract_Summary_of_item,placeTerm,Additional_Notes,Metadata,Sarah_Proofing_Notes,recpt,fulldate
ksrl_sc_ms23_L.3.3_001.TIF & ksrl_sc_ms23_L.3.3_002.TIF & ksrl_sc_ms23_L.3.3_003.TIF,3,MS23,L,3,3,"Rossetti, Lucy Madox Brown, 1843-1894","Brown, Ford Madox, 1821-1893",1870-1894,1870-1894,"England: London, Durham?, Manchester, Sussex; Ireland: Clondalkin (County South Dublin); France: Paris; Belgium: Bruges.","English, French","Letter by Lucy Madox Brown Rossetti, and letters to ""Mrs. Rossetti"" (probably Lucy Madox Brown Rossetti) and ""Lucy""",,1881,1881,11,30,"Letter to ""Dearest Lucy"" (Lucy Madox Brown Rossetti)",3,1,"1881 Nov, 30 Calais Cottage, Crumpsall, Manchester; Subject: Please cash this cheque for me. Problems with surveying the house: Watts, Robinson, Russell, the Scharifs [?]; you can be a witness of how it was when we first went in to it. Christmas gift for Olive; Emma working doll's clothes; kisses for the chicks.",England--Manchester,"Provenance: Gift: Bequest by Professor William D. Paden, 1979.",Y,,"Rossetti, Lucy Madox Brown, 1843-1894",1881-11-30
ksrl_sc_ms23_L.3.4_001.TIF & ksrl_sc_ms23_L.3.4_002.TIF & ksrl_sc_ms23_L.3.4_003.TIF,3,MS23,L,3,4,"Rossetti, Lucy Madox Brown, 1843-1894","Brown, Ford Madox, 1821-1893",1870-1894,1870-1894,"England: London, Durham?, Manchester, Sussex; Ireland: Clondalkin (County South Dublin); France: Paris; Belgium: Bruges.","English, French","Letter by Lucy Madox Brown Rossetti, and letters to ""Mrs. Rossetti"" (probably Lucy Madox Brown Rossetti) and ""Lucy""",,1886,1886,6,18,"Letter to ""Dearest Lucy"" (Lucy Madox Brown Rossetti)",2,1,"1886 Jun 18. Vic'a Park, Manchester (broad mourning); Subject: Miss Pottock's answer. I've been annotating Mademoiselle's translation of ""The Black Swan,"" but she's a poor translator. Harold at Arundel has written about Lafage to his brother. ANNOTATED IN PENCIL: ""Brown -- 1st sentence refers to arrangements consequent on
death of a cousin -- Mademoiselle was our nursery-governess Madlle Combrisson who had undertaken to translate Oliver Brown's book. Lafage married her -- Harold is H. Rathbone."" (This is a pre-Paden note.)",England--Manchester,"Provenance: Gift: Bequest by Professor William D. Paden, 1979.",Y,,"Rossetti, Lucy Madox Brown, 1843-1894",1886-06-18
ksrl_sc_ms23_W.1.1_001.TIF & ksrl_sc_ms23_W.1.1_002.TIF & ksrl_sc_ms23_W.1.1_003.TIF,3,MS23,W,1,1,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1857,1857,5,8,Letter to Richard Bentley,2,1,1857 May 8; 45 Upper Albany St. N. W.; Subject: calling publisherês attention to oriental sketches of the late Thomas Seddon at the Society of Arts.,England--London,,Y,,"Bentley, Richard, 1854 1936",1857-05-08
ksrl_sc_ms23_W.1.2_001.TIF & ksrl_sc_ms23_W.1.2_002.TIF & ksrl_sc_ms23_W.1.2_003.TIF,3,MS23,W,1,2,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1886?,1886,2,7,Letter to Mr. Stark [?].,3,1,"[ca. 1886?] Feb. 7, 5 Endsleigh Gardens, N.W.; Subject: instructions on ""packet of Shelley-work"", including permission to show it to Mr. Chatto.",England--London,,Y,,,1886-02-07
ksrl_sc_ms23_W.1.3_001.TIF & ksrl_sc_ms23_W.1.3_002.TIF,2,MS23,W,1,3,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1888,1888,5,19,Postcard to W.B. Slater,2,1,"1888 May 19, 73 Marine Parade, Worthing; Subject: mentions gout and Browning meeting, in London on his return.",England--Worthing,,Y,,"Slater, W.B.",1888-05-19
ksrl_sc_ms23_W.1.4_001.TIF & ksrl_sc_ms23_W.1.4_002.TIF & ksrl_sc_ms23_W.1.4_003.TIF & ksrl_sc_ms23_W.1.4_004.TIF & ksrl_sc_ms23_W.1.4_005.TIF,5,MS23,W,1,4,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1892,1892,3,6,"Letter to A. Carter, with envelope",3,2,"1892 March 6, 3 St. Edmund's Terrace, Regentês Park N. W.; Subject: regarding photographic portrait of Dante Rossetti, probably available from The Stereoscopic Co., Regent St. London. Also a stamped envelope to Carter, in W. M. Rossettiês hand dated April 5, 1892.",England--Hunstanton,,Y,,"Carter, A.",1892-03-06
ksrl_sc_ms23_W.1.5_001.TIF & ksrl_sc_ms23_W.1.5_002.TIF & ksrl_sc_ms23_W.1.5_003.TIF,3,MS23,W,1,5,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1892,1892,4,21,Letter to W. L. Longstaff [W. Luther (William Luther) Longstaff],3,1,"1892 April 21, 3 St. Edmund's Terrace, Regentês Park N. W.; Subject: comments on a volume of Longstaffês poems received.",England--Hunstanton,,Y,,W. L. Longstaff [W. Luther (William Luther) Longstaff],1892-04-21
ksrl_sc_ms23_W.1.6_001.TIF & ksrl_sc_ms23_W.1.6_002.TIF,2,MS23,W,1,6,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1896,1896,7,9,Letter to Rev. Dr. Thompson,2,1,"1896 July 9, 3 St. Edmund's Terrace, Regentês Park N. W.; Subject: regretting that he cannot attend Massinger meeting.",England--Hunstanton,,Y,,"Thompson, Rev. Dr.",1896-07-09
ksrl_sc_ms23_W.1.7_001.TIF & ksrl_sc_ms23_W.1.7_002.TIF & ksrl_sc_ms23_W.1.7_003.TIF,3,MS23,W,1,7,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1897,1897,5,22,"Letter to ""Dear Sir""",2,1,"1897 May 22, 3 St. Edmund's Terrace, Regentês Park N. W.; Subject: providing dates of school, marriage, and retirement.",England--Hunstanton,,Y,,,1897-05-22
ksrl_sc_ms23_W.1.8_001.TIF & ksrl_sc_ms23_W.1.8_002.TIF & ksrl_sc_ms23_W.1.8_003.TIF & ksrl_sc_ms23_W.1.8_004.TIF & ksrl_sc_ms23_W.1.8_005.TIF,5,MS23,W,1,8,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1900,1900,3,31,"Letter to Rev. R. Wilkins Rees, with envelope",3,2,"1900 Mar 31, 3 St. Edmund's Terrace, Regentês Park N. W.; Subject: sending a copy of his fatherês Cracovia (1847), bearing Christinaês signature. Mentioning sister Mariaês Shadow of Dante and life. Stamped envelope intact.",England--Hunstanton,,Y,,"Rees, Rev. R. Wilkins",1900-03-31
ksrl_sc_ms23_W.1.9_001.TIF & ksrl_sc_ms23_W.1.9_002.TIF,2,MS23,W,1,9,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1900,1900,6,3,Letter to Dear Sir,2,1,"1900 June 3, 3 St. Edmund's Terrace, Regentês Park N. W.; Subject: acknowledging present and letter of 14 May, return from Italy 31 May, and mentioning lack of signed letter by Ruskin or Swinburne for gift, also a letter received from recipientês sister before leaving England.",England--Hunstanton,,Y,,,1900-06-03
ksrl_sc_ms23_W.1.10_001.TIF & ksrl_sc_ms23_W.1.10_002.TIF,2,MS23,W,1,10,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1906,1906,6,7,"Diagnostic intake slip from the practice of Professor G. Keith-Harvey, completed in W. M. Rossetti's hand",2,1,"1906 June 7; Diagnostic intake slip from the practice of Professor G. Keith-Harvey, 117, Holborn, London, E. C., completed in W. M. Rossetti's hand. Gives details of loss of hearing and answers other health questions.",,,Y,,,1906-06-07
ksrl_sc_ms23_W.1.11_001.TIF & ksrl_sc_ms23_W.1.11_002.TIF,2,MS23,W,1,11,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1913,1913,11,30,Letter to Dear Sirs,1,1,"1913 Nov 30, 3 St. Edmund's Terrace, Regentês Park N. W.; Subject: denying he ever wrote anything under the title ""Leaves of Grass,"" except to edit some of Whitman ""of course printing his name.""",England--Hunstanton,,C,,,1913-11-30
ksrl_sc_ms23_W.1.12_001.TIF & ksrl_sc_ms23_W.1.12_002.TIF,2,MS23,W,1,12,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,no date,,4,1,Letter to Sir,1,1,"April 1, 45 Upper Albany St. N. W.; Begins: ""Mr Holman Hunt having informed me that you have been so kind as to express a wish to be furnished with some of the circulars for—""",England--London,"Provenance: Gift, W. D. Paden [?]",Y,,,????-04-01
ksrl_sc_ms23_W.1.13_001.TIF & ksrl_sc_ms23_W.1.13_002.TIF & ksrl_sc_ms23_W.1.13_003.TIF,3,MS23,W,1,13,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1879,1879,10,5,Letter to Gerald Foster,2,1,"1879 Oct 5; Begins: ""My friend Mr Holman Hunt wrote to me the day before yesterday saying that you wish some details about our late valued friend John Tupper—""",,"Provenance: Gift, W. D. Paden [?]",C,,"Foster, Gerald",1879-10-05
ksrl_sc_ms23_W.1.14_001.TIF & ksrl_sc_ms23_W.1.14_002.TIF & ksrl_sc_ms23_W.1.14_003.TIF,3,MS23,W,1,14,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1892,1892,4,5,Letter to A. Carter,3,1,"1892 April 5, 3 St. Edmund's Terrace, Regentês Park N. W.; Begins: ""The last letter wh. I received from you shows that you wd like to possess an auto-graph of my brother's. I enclose one: it is not of a poetical kind—""",England--Hunstanton,"Provenance: Gift, W. D. Paden [?]",Y,,"Carter, A.",1892-04-05
ksrl_sc_ms23_W.1.15_001.TIF & ksrl_sc_ms23_W.1.15_002.TIF & ksrl_sc_ms23_W.1.15_003.TIF,3,MS23,W,1,15,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1902,1902,2,16,Letter to Dear Sir,4,1,"1902 Feb 16, 3 St. Edmund's Terrace, Regentês Park N. W.; Begins: ""I have received your letter about Dumas. It is perfectly true that my Brother took the greatest delight in reading Dumas, & I think it may be said that he seriously considered him a great writer.""",England--Hunstanton,"Provenance: Gift, W. D. Paden [?]",Y,,,1902-02-16
ksrl_sc_ms23_W.1.16_001.TIF & ksrl_sc_ms23_W.1.16_002.TIF & ksrl_sc_ms23_W.1.16_003.TIF,3,MS23,W,1,16,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1906,1906,1,17,Letter to Mr. Howe,3,1,"1906 Jan 17, 3 St. Edmund's Terrace, Regentês Park N. W.; Begins: ""I also have been reading Hunt's book: find it truly very interesting—""",England--Hunstanton,"Provenance: Gift, W. D. Paden [?]",Y,,Howe,1906-01-17
ksrl_sc_ms23_W.1.17_001.TIF & ksrl_sc_ms23_W.1.17_002.TIF,2,MS23,W,1,17,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1918,1918,2,10,"Postcard to ""Profr. Chew"", Bryn Mawr College, Bryn Mawr PA.",2,1,"1918 Feb 10, 3. St. Edmund's Terrace, London, N.W. 8; Begins: When I spontaneously undertook to write that criticism I informed Sw[inburne], who had cordially approved—""",England--Hunstanton,"Provenance: Gift, W. D. Paden [?]",Y,,"Chew, Samuel Claggett, 1837-1915",1918-02-10
ksrl_sc_ms23_W.2.1_001.TIF & ksrl_sc_ms23_W.2.1_002.TIF & ksrl_sc_ms23_W.2.1_003.TIF,3,MS23,W,2,1,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1898,1898,8,7,Letter to Martin Colles,3,1,"1898 Aug 7, 3 St. Edmund's Terrace, Regentês Park N. W.; Subject: discussing enclosed photos & drawings to accompany ""Some scraps...by Dante Gabriel Rossetti"", Pall Mall Magazine, Dec., 1898.",England--Hunstanton,Provenance: Unspecified,Y,,"Colles, Martin",1898-08-07
ksrl_sc_ms23_W.2.2_001.TIF & ksrl_sc_ms23_W.2.2_002.TIF & ksrl_sc_ms23_W.2.2_003.TIF,3,MS23,W,2,2,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1906,1906,3,2,Letter to Martin Colles,3,1,"1906 Mar 2, 3 St. Edmund's Terrace, Regentês Park N. W.; Subject: with MS 23W.2:3, letters to the agent on the subject of his editorial work on the letters of Dante Gabriel and Christina, discussing editing, revision, and additions, looking forward to later publication.",England--Hunstanton,Provenance: Unspecified,Y,,"Colles, Martin",1906-03-02
ksrl_sc_ms23_W.2.3_001.TIF & ksrl_sc_ms23_W.2.3_002.TIF & ksrl_sc_ms23_W.2.3_003.TIF,3,MS23,W,2,3,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1906,1906,11,19,Letter to Martin Colles,3,1,"1906 Nov 19, 3 St. Edmund's Terrace, Regentês Park N. W.; Subject: with MS 23W.2:2, letters to the agent on the subject of his editorial work on the letters of Dante Gabriel and Christina, discussing editing, revision, and additions, looking forward to later publication.",England--Hunstanton,Provenance: Unspecified,C,,"Colles, Martin",1906-11-19
ksrl_sc_ms23_W.4.1_001.TIF & ksrl_sc_ms23_W.4.1_002.TIF & ksrl_sc_ms23_W.4.1_003.TIF,3,MS23,W,4,1,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1886,1886,8,5,Letter to Mr. Little,3,1,"[18]86 August 5, 5 Endsleigh Gardens, N. W.; Subject: Asking Little, for the Shelley Society, to see if part in ""Hellas or Cenci"" could be given to Mrs. Petrici (Miss Edmeston). Black mourning border. Note ""Answered 5 Aug. 86""",England--London,Provenance: Unspecified,Y,,Little,1886-08-05
ksrl_sc_ms23_W.4.2_001.TIF & ksrl_sc_ms23_W.4.2_002.TIF & ksrl_sc_ms23_W.4.2_003.TIF,3,MS23,W,4,2,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1886,1886,8,6,Letter to Mr. Little,3,1,"[18]86 August 6, 5 Endsleigh Gardens, N. W.; Subject: Mentioning Mrs. Petrici, Furnivall, expenses of Shelley Society, and appointments. Black mourning border. Note: ""Answered 8 & 10 Aug.""",England--London,Provenance: Unspecified,Y,,Little,1886-08-06
ksrl_sc_ms23_W.4.3_001.TIF & ksrl_sc_ms23_W.4.3_002.TIF & ksrl_sc_ms23_W.4.3_003.TIF,3,MS23,W,4,3,"Rossetti, William Michael, 1829-1919","Rossetti, William Michael, 1829-1919","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1886,1886,8,27,Letter to Mr. Little,2,1,"[18]86 August 27, 5 Endsleigh Gardens, N. W.; Subject: Enclosing unsigned letter from unknown correspondent concerning money, referring to Mr. Clausen and Professor Pierce. Black mourning border.",England--London,Provenance: Unspecified,Y,,Little,1886-08-27
ksrl_sc_ms23_W.5B.1_001.TIF & ksrl_sc_ms23_W.5B.1_002.TIF,2,MS23,W,5B,1,"Rossetti, William Michael, 1829-1919","Boyce, George Price, 1826-1897","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1857?,1857,8,10,Letter from George P. Boyce to William Michael Rossetti,2,1,"[1857 Aug 10], Strand, [London]; Subject: correspondence regarding pencil sketches and a pencil portrait. [Mutilated, with top left portion of text missing]",England--London,Provenance: Unspecified,Y,,"Rosetti, William Michael, 1829-1919",1857-08-10
ksrl_sc_ms23_W.5C.1_001.TIF & ksrl_sc_ms23_W.5C.1_002.TIF,2,MS23,W,5C,1,"Rossetti, William Michael, 1829-1919","Greenwood, Frederick, 1830-1909 [?]","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1865,1865,3,9,Letter from Ed. of P. M. G. [Editor of the Pall Mall Gazette] to William Michael Rossetti,2,1,"1865 Mar 9; Begins: ""The History of Caricature will be sent to you early tomorrow morning—""",,Provenance: Unspecified,Y,,"Rosetti, William Michael, 1829-1919",1865-03-09
ksrl_sc_ms23_W.5C.2_001.TIF & ksrl_sc_ms23_W.5C.2_002.TIF,2,MS23,W,5C,2,"Rossetti, William Michael, 1829-1919","Craig, Isa, 1831-1903","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1865?,1865,12,13,Letter from Isa Craig to William Michael Rossetti,1,1,"[1865] Dec 13, 1 Adam St. Adelphi [London]; Begins: ""To-morrow I will read & decide upon your friend's M.S. —""",England--London,Provenance: Unspecified,Y,,"Rosetti, William Michael, 1829-1919",1865-12-13
ksrl_sc_ms23_W.5D.1_001.TIF & ksrl_sc_ms23_W.5D.1_002.TIF & ksrl_sc_ms23_W.5D.1_003.TIF,3,MS23,W,5D,1,"Rossetti, William Michael, 1829-1919","Hake, Thomas Gordon, 1809-1895","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1872,1872,8,3,Letter from T. G. Hake [Thomas Gordon Hake] to Mr. Rossetti,3,1,"1872 Aug 3; Begins: ""No particular news-- Your brother has had a quiet night as he admits; and plenty of sleep—.""",,Provenance: Unspecified,Y,,,1872-08-03
ksrl_sc_ms23_W.5D.2_001.TIF & ksrl_sc_ms23_W.5D.2_002.TIF,2,MS23,W,5D,2,"Rossetti, William Michael, 1829-1919","Nettleship, John T. (John Trivett), 1841-1902","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1879,1879,3,25,Letter from J. T. Nettleship to My dear Mr. Rossetti,1,1,"1879 Mar 25, 233 Stanhope St. N.W.; Begins: ""It will give me great pleasure if you and Mrs Rossetti are able to come and see what I am sending to the Academy this year. [—]""",,Provenance: Unspecified,Y,,,1879-03-25
ksrl_sc_ms23_W.5E.1_001.TIF & ksrl_sc_ms23_W.5E.1_002.TIF,2,MS23,W,5E,1,"Rossetti, William Michael, 1829-1919","Brown, Ford Madox, 1821-1893","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1886,1886,3,4,Postcard from F Madox Brown [Ford Madox Brown] to William Michael Rossetti,2,1,"1886 Mar 4 [Postmark], 72 Elsam Road; Begins: ""I shall telegraph to Watts that I need him at dinner tomorrow—""",,Provenance: Unspecified,Y,,"Rosetti, William Michael, 1829-1919",1886-03-04
ksrl_sc_ms23_W.5E.2_001.TIF & ksrl_sc_ms23_W.5E.2_002.TIF,2,MS23,W,5E,2,"Rossetti, William Michael, 1829-1919","Maccoll, Norman, 1843-1904","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1887,1887,6,9,Letter from N. Maccoll to Dear Rossetti [William Michael Rossetti],1,1,"1887 June 9, Athenaeum Office, 22 Took's Court, Cursitor Street, Chancery Lane, E.C.; Subject: concerning articles for publication in the Athenaeum.",,Provenance: Unspecified,Y,,"Rosetti, William Michael, 1829-1919",1887-06-09
ksrl_sc_ms23_W.5F.1_001.TIF & ksrl_sc_ms23_W.5F.1_002.TIF,2,MS23,W,5F,1,"Rossetti, William Michael, 1829-1919","Furnivall, Frederick James, 1825-1910","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1891,1891,3,9,Postcard from F. J. F. [Frederick James Furnivall] to William Michael Rossetti,2,1,"1891 Mar 9; Begins: ""Paris is a recognized English ward [?] —""",,Provenance: Unspecified,Y,,"Rosetti, William Michael, 1829-1919",1891-03-09
